Word,Freq,Rank
விட்டவர்களுக்கு,1,24414
நிறுவுவதன்,1,24415
மையங்களைப்,1,24416
﻿கணினி,1,24417
இரண்டாவதாக,1,24418
1993/21,1,24419
இரத்துச்செய்யப்படுவதுடன்,1,24420
நடைமுறைபடுத்துமாறு,1,24421
பாடத்தினைக்,1,24422
குழுவிற்குச்,1,24423
இக்கோரிக்கை,1,24424
நச்சுப்,1,24425
நிதியினைப்,1,24426
உள்ளீட்டு,1,24427
4.000,1,24428
தொகுதிக்காகும்,1,24429
குறிப்பிடப்பட்டிருக்கும்,1,24430
வழங்குகின்றேன்,1,24431
தொகுதிகள்,1,24432
குழுக்களுக்காகவும்,1,24433
எண்ணிக்கைக்காகும்,1,24434
தரங்களின்,1,24435
குறிப்பிடப்பட்டிருப்பது,1,24436
சமர்ப்பிக்க்பட்டுள்ளது,1,24437
உபகரணங்களுக்காகச்,1,24438
கொள்ளப்படுவதோடு,1,24439
உதிரிபாகங்களைத்,1,24440
இடவேண்டியதோடு,1,24441
இயலாத,1,24442
பாதுகாவலய்கள்,1,24443
சான்றுப்படுத்டி,1,24444
விண்ணப்பதாரியே,1,24445
இடாப்புக்களுக்கு,1,24446
காரியாலயத்திலுள்ள,1,24447
பரீட்சைக்குழு,1,24448
வகையின்,1,24449
சகோதரிகள,1,24450
பூரணப்படுத்ததப்படுதல்,1,24451
விகிதாச்சாரத்திற்கு,1,24452
பிள்ளைகளிடையே,1,24453
தேர்வுப்பரிட்சையின்,1,24454
நேர்முகத்,1,24455
வெற்றிடங்களில்,1,24456
சமர்ப்பிக்கப்படபடக்கூடியவாறு,1,24457
அறிக்கைப்படுத்தி,1,24458
புத்தகத்திலும்,1,24459
இப்பகுதியை,1,24460
வதிவை,1,24461
﻿சூரிய,1,24462
விடுக்கப்படுகின்றது,1,24463
இயங்கி,1,24464
மின்சாரத்தால்,1,24465
தடையற்ற,1,24466
அதிபர்மாருக்கு,1,24467
மின்சாரவசதி,1,24468
நிறுவப்பட்டு்ள்ள,1,24469
செயற்படாது,1,24470
செயல்முறையை,1,24471
சக்தியில்,1,24472
இயங்கச்,1,24473
மையங்கள்,1,24474
நடைமுறைப்படுத்தினோம்,1,24475
வேலைத்திட்டத்தினை,1,24476
கணிணிகளைக்கொண்ட,1,24477
சக்தியால்,1,24478
புறங்களில்,1,24479
அனுமதிப்பதற்கான,1,24480
கருணையும்,1,24481
விஞ்ஞானச்,1,24482
அத்தியாவசியமாகும்,1,24483
பொறுப்பாயிருக்குமாறு,1,24484
சுற்றுநிருபத்திற்கேற்ப,1,24485
திருத்தங்களுடனான,1,24486
எதிர்ப்பார்க்கின்றது,1,24487
ஒருமுகப்படுத்துவதற்கு,1,24488
தேசத்தின்,1,24489
இப்பெறுமதி,1,24490
அர்ப்பணிப்புடனும்,1,24491
கருணையுடனும்,1,24492
பரம்பரை,1,24493
அறிவூட்டப்பட,1,24494
தகவல்கள்தொடர்பாக,1,24495
பராமரிக்கப்பட,1,24496
இடங்களிலும்,1,24497
தெளிவுப்படுத்தி,1,24498
வழங்குநர்களை,1,24499
அதனைப்பற்றி,1,24500
உபபிரிவுகள்,1,24501
திருத்தப்படல்,1,24502
2இவ்,1,24503
பேர்களின்,1,24504
வலயங்களிலிருந்தும்,1,24505
தினமன்று,1,24506
2012.08.02,1,24507
பெயரைத்,1,24508
கோட்டத்தின்,1,24509
பதித்து,1,24510
உரையொன்றினுள்,1,24511
தேர்ந்தெடுக்கப்படும்,1,24512
ஆசிரியறினால்,1,24513
கோட்டமட்டத்தில்,1,24514
ஐந்த்திற்காகவும்,1,24515
பேர்களிடையே,1,24516
அவ்வாசிரியர்கள்,1,24517
மாற்றமின்றி,1,24518
விண்ணப்பபடிவத்துக்கு,1,24519
விடுமுறைகளின்,1,24520
ஒருங்கிணைப்பதற்கு,1,24521
ஒப்படைக்கப்படுவதொடு,1,24522
2012.08.30,1,24523
சார்வாக,1,24524
பேணுவதற்கான,1,24525
உள்ளீடுகளை,1,24526
நிலத்திற்கு,1,24527
ஆய்வுகளை,1,24528
ஆய்வுகளுக்காக,1,24529
வர்ணக்கலவை,1,24530
வேறுபடுத்துவதர்க்காக,1,24531
தூய்மைப்படுத்தும்,1,24532
கலவைகளை,1,24533
திண்ம,1,24534
அம்சமாக,1,24535
தொலில்நுட்ப,1,24536
இனங்காணுதல்,1,24537
மேட்கொள்ளவேண்டிய,1,24538
சக்தியாக,1,24539
கலத்தை,1,24540
கலவையின்,1,24541
2011/19,1,24542
அணிகளை,1,24543
உருவாக்கல்,1,24544
ஒழுங்கமைப்பினால்,1,24545
பலாபலன்களை,1,24546
﻿சகல,1,24547
சிறப்புச்,1,24548
பனியின்,1,24549
வெற்றிகரமான,1,24550
இச்செயற்பாட்டில்,1,24551
புதுப்பிப்பதற்கு,1,24552
பொறுப்பேற்றிருக்கும்,1,24553
தீர்வுக்,1,24554
கிழே,1,24555
பெற்றுக்கொடுப்பதற்கும்,1,24556
பராமரிக்கவும்,1,24557
புதுப்பித்து,1,24558
வசதியாக்குவதற்கும்,1,24559
இப்போது,1,24560
ஆரம்பிக்கப்பட்டதோடு,1,24561
பட்டியலைப்,1,24562
உட்படுத்தியதன்,1,24563
அன்பும்,1,24564
எண்ணக்கருவுக்கு,1,24565
பழமரங்கள்,1,24566
வைத்திருப்பதோடு,1,24567
அழகாகவும்,1,24568
சுத்தமாகவும்,1,24569
வீட்டுச்சூழலை,1,24570
மனப்பான்மையை,1,24571
மதிக்கும்,1,24572
மற்றவர்களை,1,24573
கௌரவிப்பதற்குதற்கு,1,24574
சமயத்தவர்களையும்,1,24575
மதகுருமார்களையும்,1,24576
நியமித்துக்கொள்ள,1,24577
நடைமுறைப்படுத்துவதுவதர்காக,1,24578
செயர்பாடுகளிற்கு,1,24579
கர்பித்தல்,1,24580
நாடளாவியரீதியில்,1,24581
பெணீப்பாதுகப்பதை,1,24582
நிழல்தரும்,1,24583
நடுவத்துடன்,1,24584
அழ்,1,24585
மஜ்லிசை,1,24586
உயிரினங்களிற்கும்,1,24587
பெற்றொர்களிக்கும்,1,24588
தொளுகைக்காச்,1,24589
பள்ளிவாசல்களிற்கு,1,24590
செயல்படுத்துவதற்கு,1,24591
மாற்றியமைத்து,1,24592
பிரபல்யமானதாக,1,24593
நுலகங்களின்,1,24594
வசனங்களை,1,24595
நடைமுறைபடுத்தல்,1,24596
முறையொன்றை,1,24597
வழக்கங்களைப்,1,24598
நற்பழக்க,1,24599
மாணவர்களிற்கு,1,24600
செவிமடுப்பதற்கு,1,24601
பாராயணம்,1,24602
அடையாளங்களை,1,24603
சந்ததியினரை,1,24604
முன்னுரிமைக்கு,1,24605
ஒழுக்கமிக்க,1,24606
அதிபர்களிடையே,1,24607
கீர்த்தியைப்,1,24608
கல்வித்தொகுதிக்கு,1,24609
கற்ப்பித்தல்,1,24610
சேவையிலீடுபடுவதோடு,1,24611
பரம்பரையினை,1,24612
ஆளுமையுடன்,1,24613
பங்களிப்பினை,1,24614
அறிவுத்,1,24615
தொகுதியினுள்,1,24616
ஆசிரியர்களையும்,1,24617
சிறப்புத்,1,24618
தேர்வானவர்களின்,1,24619
பாதுக்காப்பாக,1,24620
2012.07.10,1,24621
தேர்வுக்குழுவுக்கு,1,24622
வலயத்,1,24623
தெரிவுசெய்யப்பட்டோரை,1,24624
இவ்விசேட,1,24625
அறியப்பட்டு,1,24626
தேர்ந்தெடுக்கப்படுவார்கள்,1,24627
அறிவுடனான,1,24628
﻿சுற்று,1,24629
நிலைப்படுத்துவார்,1,24630
அளவுகளுக்கிடையே,1,24631
ஆணைக்குச்,1,24632
விருப்பத்துக்கு,1,24633
கல்விநிறுவகத்தின்,1,24634
மதிப்பீடிற்கு,1,24635
இதன்பின்,1,24636
பேர்களைக்கொண்ட,1,24637
கல்விச்செயலாளர்,1,24638
தேவையானவற்றையும்,1,24639
பேர்களினதும்,1,24640
உட்படுத்தப்பட்டவர்கள்,1,24641
பேரைத்,1,24642
மேற்குறிப்பிட்டபடி,1,24643
உள்ளடக்க,1,24644
ஜயரட்ண,1,24645
பரீட்சியில்,1,24646
அனுமதிபெறும்,1,24647
வெளியீடு,1,24648
26/2013,1,24649
எம,1,24650
வணிகக்,1,24651
கற்கையும்,1,24652
தொடர்பாடலும்,1,24653
மனைப்பொருளியள்,1,24654
புவியியல்,1,24655
பொருளியல்,1,24656
தெரிவுசெய்துகொள்ளல்,1,24657
பாடங்களிலிருந்து,1,24658
கீழ்க்காட்டப்பட்டுள்ள,1,24659
தொழில்நுட்பவியலுக்கான,1,24660
உயிரி,1,24661
முன்வைக்கப்படுகின்றது,1,24662
சேர்மானங்கள்,1,24663
பாடச்,1,24664
பாடநெறிகளைத்,1,24665
தொடர்வதற்காக,1,24666
விடுமுறையையினை,1,24667
அத்தியவசியமானதாகும்,1,24668
பூர்த்தியடைந்ததன்,1,24669
காலத்துக்குப்,1,24670
உறுதிசெய்யப்பட்டதன்,1,24671
பொறுப்பாளரினால்,1,24672
செய்யக்கூடியது,1,24673
தொடரப்படும்,1,24674
அமையத்,1,24675
உறிதி,1,24676
கல்வியாளர்கள்,1,24677
தழுவக்,1,24678
அப்பாடநெறியினை,1,24679
கற்கைவிடுமுறையினை,1,24680
விண்ணப்பிக்கக்,1,24681
கல்விசாராப்,1,24682
துறைக்குரிய,1,24683
பிரிவெனாக்கள்,1,24684
இப்பாடத்துறையைப்,1,24685
ஆய்வுகூடங்களுடன்,1,24686
பல்கலைக்கழகப்,1,24687
பாடத்துறையாக,1,24688
2009.06.02,1,24689
சுற்றுநிருபத்திற்கும்,1,24690
ஜயும்,1,24691
2008.04.30,1,24692
இதற்குமுன்,1,24693
கட்டியெழுப்ப,1,24694
பரம்பரையொன்றை,1,24695
தேர்ச்சியுடன்,1,24696
உதவிக்கல்விப்பணிப்பாளர்கள்,1,24697
ஜயரத்ண,1,24698
வழங்கியதற்கான,1,24699
பாடத்திட்டத்,1,24700
பரீட்சைகளின்,1,24701
மதிப்பீட்டிற்குட்படுத்தப்படவில்லை,1,24702
பாடத்திட்டங்களிள்,1,24703
பரீட்சைத்திணைக்கள,1,24704
2013.05.29,1,24705
2012.05.30,1,24706
நிருபங்களின்,1,24707
திருத்தங்களுக்கும்,1,24708
தவிர்ந்து,1,24709
ஜந்தாவது,1,24710
நான்கிற்கு,1,24711
பாடத்துறைகள்,1,24712
2009/16,1,24713
பாடத்துறையை,1,24714
அதிலுள்ளவாறே,1,24715
நிருபங்களில்,1,24716
சித்தியடைந்திருத்தல்,1,24717
திருத்தத்தினையும்,1,24718
பின்பற்றுவதற்காக,1,24719
இப்பாடத்துறையை,1,24720
நுட்பப்பிரிவு,1,24721
பகுதிகளுக்கு,1,24722
கிழ்,1,24723
03.2008/17,1,24724
உட்படுத்துகின்றேன்,1,24725
விண்ணப்பித்தல,1,24726
பட்டத்தை,1,24727
குறுங்கால,1,24728
களணிப்,1,24729
இயலுமைகள்,1,24730
மொழிவிருத்திப்,1,24731
பயிற்றுவிப்பாளர்,1,24732
இயந்திரத்,1,24733
கலைத்,1,24734
நிர்மானத்,1,24735
கைத்தறி,1,24736
சமுத்திர,1,24737
மிருக,1,24738
பூங்காவன,1,24739
பாடக்,1,24740
கல்விக்குரிய,1,24741
இணையத்தளத்,1,24742
பல்லூடக,1,24743
தொடர்பசாதனத்,1,24744
தேர்ந்தெடுக்கப்பட்டவர்கள்,1,24745
கலைமானி,1,24746
கற்பிப்பதற்கான,1,24747
ராகம,1,24748
திறனாளிகளைக்,1,24749
கையடக்கம்,1,24750
கடமைத்,1,24751
இவ்வுத்தியோகத்தர்,1,24752
தொடர்கிறீரா,1,24753
பாடநெறியினை,1,24754
ஆசிரய,1,24755
பிணையின்,1,24756
பிணைக்கால,1,24757
நிரந்தரப்படுத்தப்பட்டுள்ளதா,1,24758
உரியதான,1,24759
போதனாவியல்,1,24760
கெப்பிட்டல்,1,24761
முதலெழுத்துக்கள்,1,24762
தோற்றுவதற்காக,1,24763
தொடர்ந்தல்,1,24764
அங்கீகரித்தல்,1,24765
பரப்புக்கள்,1,24766
மொழியியல்,1,24767
நடனக்,1,24768
தொடரவதற்காக,1,24769
விஞ்ஞானமானிப்,1,24770
அங்கிகரிக்கும்,1,24771
விடுமுறையின்,1,24772
சமர்ப்பித்ததன்,1,24773
அட்டவணையினைச்,1,24774
ஒத்திவைக்கப்படும்,1,24775
நடைபெறுவதாயின்,1,24776
இருந்தபோதிலும்,1,24777
விடுமுறைத்,1,24778
பட்டத்தினைத்,1,24779
பாடநெறியினனத்,1,24780
உரித்தாகின்றது,1,24781
பங்கேற்பினை,1,24782
இறுதிக்கு,1,24783
உத்தியோகத்தருக்காக,1,24784
மீற்றரை,1,24785
மத்தியநிலையத்துக்குள்,1,24786
சமூகமளிப்பதாயின்,1,24787
விண்ணப்பப்படிவத்தினை,1,24788
அங்கீகாரத்திற்காகச்,1,24789
சமூகமளிப்புச்,1,24790
பூரணப்படுத்தப்பட,1,24791
கற்பிப்பதற்குரிய,1,24792
அதனைவிட,1,24793
கல்விமானி,1,24794
கணக்காய்வாளர்கள்,1,24795
நிறுவகங்கள்,1,24796
முன்றாம்,1,24797
முறியனை,1,24798
மட்டுப்படுத்தப்பட்டிருக்கும்,1,24799
சான்றிதழினை,1,24800
எல்லைக்குரிய,1,24801
சம்ளத்துடன்,1,24802
கருதிச்,1,24803
மேற்கொள்ளாதவர்களுக்கு,1,24804
குறிப்பினை,1,24805
பெறுபேற்றுக்,1,24806
பொறுப்பாளருக்குச்,1,24807
சமகால,1,24808
பேணுவதற்கு,1,24809
பிரதானிகளுக்கும்,1,24810
உள்ளடக்கியதான,1,24811
ஆரம்பப்பிரிவு,1,24812
பெயர்பலகை,1,24813
பூசுதல்,1,24814
பாவனையில்,1,24815
நுழைவாயில்,1,24816
தரப்பட்டுள்ளன,1,24817
நிறைவேற்றுவதற்குச்,1,24818
இந்நோக்கத்தை,1,24819
சமூகமளிப்புடன்,1,24820
அபிவிருத்திக்காக,1,24821
இருமாத,1,24822
2013.06,1,24823
வழிகாட்டுதலின்,1,24824
நடைமுறைப்படுத்துவதற்குத்,1,24825
2013.04,1,24826
1680,1,24827
சுகாதாரமான,1,24828
அறையொன்றை,1,24829
வீட்டுததோட்டமாக,1,24830
இனங்கண்டுள்ள,1,24831
பொருத்தமானதாகத்,1,24832
இச்செயற்பாடுகளை,1,24833
அனுப்பிவைக்கப்படுதல்,1,24834
கூறலின்,1,24835
நடைபெறுவதற்காகக்,1,24836
ஈர்க்கின்றேன்,1,24837
இக்காரியங்களை,1,24838
இக்காலத்திற்குள்,1,24839
பாடசாலைக்குப்,1,24840
செயற்பாடுகளைச்,1,24841
இணைக்கப்பட்டுள்ளதுடன்,1,24842
சமூகத்தினரை,1,24843
அமைப்புக்கள்,1,24844
குழாத்துடன்,1,24845
தினமான,1,24846
தவணையின்,1,24847
செயர்படுத்தமுடியும்,1,24848
மகிழ்சிகரமான,1,24849
பரிமாணங்களை,1,24850
நிறுவனத்தலைவர்களின்,1,24851
பாடசாலைகளாக,1,24852
பிரிவிலமைந்துள்ள,1,24853
செயலளர்,1,24854
வர்த்தகம்,1,24855
பாடசாலையேனும்,1,24856
AB,1,24857
இடையூறுமின்றி,1,24858
பாடத்துறையினைக்,1,24859
வேண்டுமிடத்து,1,24860
தகைமகளை,1,24861
பாடத்துறைக்கும்,1,24862
பந்தியின்கீழ்,1,24863
2.0,1,24864
பரீட்சார்த்தியாக,1,24865
சேர்த்துக்கொள்ளும்பொருட்டு,1,24866
பந்திக்கமைய,1,24867
4.0,1,24868
ஆமிலக்க,1,24869
கிராமியப்பாடசாலையிலிருந்து,1,24870
பந்திகளுக்கமைய,1,24871
1AB,1,24872
நோக்கை,1,24873
தொகுதியைச்,1,24874
இடைநிலைபாடசாளைகளுக்கு,1,24875
அடைவதற்காக,1,24876
அத்திவாரமிடுதல்,1,24877
எதிர்கொள்ளக்கூடியவாறு,1,24878
வாழ்க்கையின்,1,24879
கட்டியெழுப்பும்,1,24880
கேந்திரமாக்கும்,1,24881
பாடசாலையிலிருந்து,1,24882
நோக்கிற்கமைய,1,24883
மீறிச்,1,24884
செயல்வலுவிலிருக்கும்,1,24885
மாற்றமுமின்றி,1,24886
சுற்றறிக்கைகளில்,1,24887
சேர்த்துக்கொள்ளும்போது,1,24888
உயர்வகுப்புகளுக்கு,1,24889
பங்குபற்றுனர்கள்,1,24890
அதிபரால்,1,24891
தழுவுவதற்கு,1,24892
அதிப்பர்கள்,1,24893
வகுப்புக்குரிய,1,24894
பொநி,1,24895
10ஆந்,1,24896
1980.01,1,24897
மணியாக,1,24898
4.45,1,24899
08.00,1,24900
வேளையுடன்,1,24901
நிமிட,1,24902
கனிஷ்டஊழியர்களுக்கான,1,24903
1980.04.01,1,24904
092006,1,24905
04.15,1,24906
08.30,1,24907
சகலஊழியர்களினதும்,1,24908
2006.06.19,1,24909
உத்தியோகத்தர்களினதும்,1,24910
சமூகமளிப்பதற்காக,1,24911
வழங்கப்பட்டிருந்த,1,24912
ஒழிக்கபடுகிறது,1,24913
நேரத்தினை,1,24914
எல்லையினை,1,24915
30தொடக்கம்,1,24916
உதவியாளர்சேவையின்,1,24917
இற்க்கமைய,1,24918
உத்தரவுகளுக்கு,1,24919
சமூகமளிப்போர்,1,24920
தழுவாது,1,24921
06/94,1,24922
ஆவத,1,24923
மாத்திரமாகும்,1,24924
அமுல்படுத்தப்பட்டுள்ளன,1,24925
சமூகமளிப்பது,1,24926
எதிர்ப்புக்கள்,1,24927
அந்நேரத்தில்,1,24928
இற்குப்,1,24929
04.45,1,24930
2013.06.01,1,24931
பீடாதிபதிகள்,1,24932
தரப்படும்,1,24933
மாகானக்,1,24934
0779633322,1,24935
0714443038,1,24936
வழிகாட்டுதல்களுக்காகப்,1,24937
அனுப்பிவைப்பது,1,24938
கல்விப்பணிப்பாளருக்கும்,1,24939
தருதல்,1,24940
கோட்டக்கல்விபணிப்பாளரால்,1,24941
அட்டவணைக்கு,1,24942
கூறலாகும்,1,24943
சமூகத்துடன்,1,24944
குழாம்,1,24945
மீளக்கட்டியெழுப்புதல்,1,24946
முழுமை,1,24947
வசதிகளால்,1,24948
நியமங்களுக்கேற்ப,1,24949
ஏற்பாடாகத,1,24950
உறுதிப்படுத்துவதுடன்,1,24951
மைச்சின்,1,24952
செயற்பாட்டறை,1,24953
1988,1,24954
ஒவ்வெரு,1,24955
2013.05.23,1,24956
நன்கொடைகள்,1,24957
செலவழித்தல்,1,24958
உள்ளடங்கியதாக,1,24959
செயற்பாடுகளும்,1,24960
செயற்படுத்தப்படுகின்ற,1,24961
உடன்படிக்கையின்படி,1,24962
சமூகத்தினர்மற்றும்,1,24963
இலக்கத்துடன்,1,24964
சமூகத்தினர்,1,24965
குழுவினரை,1,24966
வேலைத்திட்டத்திற்காகவும்,1,24967
நிழல்படம்,1,24968
முன்னுரிமைப்பட்டியல்,1,24969
இனங்காணல்,1,24970
அணுகுமுறையை,1,24971
உட்படுத்தாதிருக்க,1,24972
பாடவிதானத்தின்,1,24973
மேற்கொள்ளப்பட்டுள்ளதாக,1,24974
கல்வியமைச்சிற்கு,1,24975
மேற்கொள்வதோடு,1,24976
மட்டத்திலேயே,1,24977
எடுக்கவேண்டியதோடு,1,24978
தவனைகளுக்குரிய,1,24979
பாடசாலையும்,1,24980
நடாத்துவது,1,24981
விஞ்சி,1,24982
ஆலோசனைகளுக்குப்,1,24983
பிரச்சனைக்குரிய,1,24984
சுற்றறிக்கைகமைய,1,24985
நடாத்தல்,1,24986
தெரியப்படுத்தப்படும்,1,24987
தெளிவாகத்,1,24988
பெருப்பேற்று,1,24989
மாணவன்,1,24990
தெரியப்படுத்தல்,1,24991
மாண்வர்களுக்கு,1,24992
வினாத்தாள்கள்,1,24993
நியமனங்களையும்,1,24994
தரத்தையும்,1,24995
கட்டான,1,24996
ஆய்வுகூடங்களில்,1,24997
2010/23,1,24998
முன்னேடுப்பதுக்கான,1,24999
அறிவுறுத்தவும்,1,25000
தரமுள்ள,1,25001
பாடத்திட்டங்களை,1,25002
இடமளிக்கப்படுகிறது,1,25003
உறுத்திப்படுத்தியதன்,1,25004
இருக்கவேண்டுமென்பதால்,1,25005
நிதியில்லாத,1,25006
மீளுட்டல்கள்,1,25007
தயாராகுவதற்கு,1,25008
தவணைவரை,1,25009
இவ்வினாத்தாள்களை,1,25010
தயாரிக்கவும்,1,25011
பாடங்களில்,1,25012
அறியத்தர,1,25013
ஆரம்பித்திலும்,1,25014
முடிவடைத்த,1,25015
விபரங்களைஎண்ணிக்கை,1,25016
•விவசாயம்,1,25017
•இணைந்த,1,25018
•இரசாயனவியல்,1,25019
•உயிரியல்,1,25020
துறைகளை,1,25021
களைப்பாட,1,25022
வணிகம்,1,25023
இதற்கமை,1,25024
இனிவரும்,1,25025
2002/17,1,25026
திகத்தியிடபட்ட,1,25027
2002.07.30,1,25028
நிறுபத்திற்கு,1,25029
2001.05,1,25030
2001.02.23,1,25031
இதனையொட்டி,1,25032
கலைப்பாடங்களையும்,1,25033
•பொருளியல்,1,25034
•அரசியல்,1,25035
மூலத்துவம்,1,25036
கொண்டுருக்க,1,25037
அவ்விதம்,1,25038
முழுப்பாடங்களையும்,1,25039
பாடப்பிரிவின்,1,25040
கற்கும்பாட,1,25041
வடிவமைப்பிற்கு,1,25042
பாடத்திட்ட,1,25043
முக்கியணமாகும்,1,25044
தகைமைகளினை,1,25045
•புவியியல்,1,25046
சுற்றுநிறுபத்திற்கமைய,1,25047
உயர்த்ர,1,25048
கற்பித்தலுக்கு,1,25049
இப்பாடம்,1,25050
தொடரலாம்,1,25051
கற்பித்தலை,1,25052
இப்படங்களுக்கு,1,25053
Warranty,1,25054
கனணிகளினதும்,1,25055
6ம்,1,25056
ஒப்படைக்கப்படுவதோடு,1,25057
இணைக்கம்,1,25058
2011.04.25,1,25059
1/34/,1,25060
CC,1,25061
NC,1,25062
2011.04.20,1,25063
04/2704,1,25064
MINUT,1,25065
EST,1,25066
மாற்றியமைக்க,1,25067
அனுப்பப்பட்டது,1,25068
ஊதியங்களைத்,1,25069
இருத்தலை,1,25070
அமைச்சிற்கும்,1,25071
தொடர்புள்ளவர்களுக்கும்,1,25072
வழங்குனரிடம்,1,25073
உடனடி,1,25074
பெற்றுவந்த,1,25075
நிலைப்படுத்தப்படுவார்,1,25076
26/2011,1,25077
திருத்தலத்தை,1,25078
450.00,1,25079
33,1,25080
டிக்கட்டின்,1,25081
ஆரம்பித்துள்ளது,1,25082
வேலைத்திடத்தை,1,25083
தவனைக்,1,25084
திருச்சி,1,25085
வேளாங்கண்ணி,1,25086
ஊழியர்களுக்கனா,1,25087
அன்னை,1,25088
எதிபார்த்துள்ள,1,25089
மேற்க்கொள்ள,1,25090
பிரயாணத்தை,1,25091
உத்தியோகத்தர்களில்,1,25092
கம்பனியான,1,25093
சேவையினால்,1,25094
பிரச்சனைகளுக்கு,1,25095
அமைச்சகத்திற்கான,1,25096
உதிரிப்பாகங்களினதும்,1,25097
வளவாலருக்கு,1,25098
survey,1,25099
Bord,1,25100
அறிக்கையென,1,25101
உதிரிப்பாகங்களின்,1,25102
பரிட்சிக்கப்பட்ட,1,25103
எவ்வேலைத்திட்டத்தின்,1,25104
நடைமுறைப்படுத்தப்பட்டுள்ளது,1,25105
வலையமைப்பையும்,1,25106
உதிரிப்பாகங்களைம்,1,25107
மாகானத்தால்,1,25108
இத்திறமை,1,25109
போன்றவற்றை,1,25110
அறிவுத்திறன்,1,25111
அக்குழுவின்,1,25112
பல்கலைக்கலகத்திநூடாக,1,25113
இக்குழுவுக்கு,1,25114
அமைக்கப்பட்டுள்ளது,1,25115
இனைப்பாளறினால்,1,25116
நிலையமாகக்,1,25117
இவ்வேதத்தை,1,25118
பாரமரிக்க,1,25119
பங்குகொள்ளும்,1,25120
எவ்வேளைத்திட்டத்துக்காக,1,25121
செய்தள்,1,25122
அதிகூடியவை,1,25123
தீமானித்து,1,25124
பட்டறைகள்,1,25125
கணனிகளின்,1,25126
மேட்கோள்ளப்பட,1,25127
அப்பாடசளைகளினதும்,1,25128
இனங்காணக்கூடிய,1,25129
நினையத்துக்கும்,1,25130
அதிபர்ரிடமும்,1,25131
இருத்தும்,1,25132
பாடத்துக்கு,1,25133
ஆயிவுகூடத்துக்கு,1,25134
உதிரிப்பாகங்களும்,1,25135
பாடங்களுக்கு,1,25136
நிகழ்சசித்,1,25137
தவணைக்கட்டனம்,1,25138
இப்புத்தகம்,1,25139
கவனயீனத்திற்கான,1,25140
பெறவில்லையென்ற,1,25141
குறித்தொதுக்கப்படுதல்,1,25142
உத்தியோகத்தரொருவருக்குக்,1,25143
பொறுப்பாயிருக்கும்,1,25144
திருத்தங்களும்,1,25145
பிரசுரிக்கப்படுகின்ற,1,25146
மூடப்படக்கூடாது,1,25147
அலுவலகமொன்று,1,25148
சகிதமே,1,25149
பேணப்படக்,1,25150
இப்பதிவேடு,1,25151
எதிரே,1,25152
நேரங்களைப்,1,25153
உள்வரும்,1,25154
கிரம,1,25155
உத்தியோகத்தரொருவருக்குத்,1,25156
மன்னிப்பாகக்,1,25157
வர்ண,1,25158
பச்சைநிற,1,25159
வலதுபக்க,1,25160
மக்களுடனான,1,25161
சுருக்கமாகக்,1,25162
தலைப்பாக,1,25163
வெளிப்படுத்தப்படும்,1,25164
சந்தர்ப்பத்திலாகும்,1,25165
இடப்பட,1,25166
கடிதமொன்றில்,1,25167
இலக்கமும்,1,25168
பென்சில்,1,25169
எண்ணியுள்ள,1,25170
புறப்படவுள்ள,1,25171
அந்தரங்கமாகத்,1,25172
உத்தியோத்தரும்,1,25173
ஆண்டும்,1,25174
இடமளிக்கப்பட்டிருப்பது,1,25175
எழுதுவதற்கு,1,25176
சரிபார்க்கப்படுவதற்காக,1,25177
தடையொன்று,1,25178
விளிப்பு,1,25179
நேரங்களில்,1,25180
மாவட்டத்திற்குள்,1,25181
முகவராகவும்,1,25182
அமைச்சொன்றினால்,1,25183
உள்நாட்டலுவல்களமைச்சின்,1,25184
அச்செயலாளரின்,1,25185
கலந்துரையாடப்பட்டதென,1,25186
விவரமாகக்,1,25187
தலைவருடன்,1,25188
அவ்வாலோசனை,1,25189
ஆலோசனையொன்றை,1,25190
கோப்பொன்றைப்,1,25191
வழிசெய்யும்,1,25192
கோப்பிடுவதற்கு,1,25193
ஆவணங்களைக்,1,25194
கோப்பொன்றில்,1,25195
எழுத்துக்,1,25196
கோப்புகளில்,1,25197
இணைப்பது,1,25198
அமைச்சொன்றிற்கு,1,25199
செயலாளரோடு,1,25200
பாதுகாப்பும்,1,25201
அந்நேரங்கள்,1,25202
மேற்குறித்தவாறாயினும்,1,25203
கடமைபுரிய,1,25204
வேலைநாட்களிலும்,1,25205
செயல்முறைகளும்,1,25206
நடைமுறைகளும்,1,25207
அழிப்பும்,1,25208
கட்டுக்காப்பும்,1,25209
தலைவரூடாகவோ,1,25210
மீளாய்வுகளும்,1,25211
நாளேடுகளும்,1,25212
தகைமையில்,1,25213
பொதுமகன்,1,25214
எடுத்தலும்,1,25215
ஆவணங்களினதும்,1,25216
கடிதங்களினதும்,1,25217
தொடர்புகளில்,1,25218
போதுமானதாயின்,1,25219
ஆரம்பிக்கப்பட்து,1,25220
நகலைப்,1,25221
ஆவணமொன்று,1,25222
செய்யப்படுதலாகாது,1,25223
இரகசியக்,1,25224
மடித்தல்,1,25225
இருக்குமாறு,1,25226
சிறிதாக,1,25227
வெளியுறையை,1,25228
உள்ளுறையை,1,25229
குறியீடிடல்,1,25230
இரகசியமானது,1,25231
உள்ளுறையில்,1,25232
வழிகாட்டலுக்கிணங்கவேயாகும்,1,25233
செயலாளரூடாகவோ,1,25234
